SUPPLIER,TYPE,DESCRIPTION,PARTNUMBER,PRICE,NOTES
NOTIFIER 2025,,"Notifier FlashScan Base AAD, pure white body, requires B501AUS-W",FS-BSO-W,61.96,
NOTIFIER 2025,,"Notifier FlashScan Base AAD & Strobe, pure white body, red lens, requires B501AUS-W",FS-BSS-W,73.58,
NOTIFIER 2025,,"Notifier CLIP AAD, pure white body, requires B501AP (model# NFX-WS-W)",WSO-PP-N02,95.93,
NOTIFIER 2025,,"Notifier CLIP AAD, red body, requires B501AP (model# NFX-WS-R)",WSO-PR-N02,99.9,
NOTIFIER 2025,,"NT Wall Mtd Strb,WhiteFlsh,Clr Len,ISO",WWL-PC-I02,146.89,
NOTIFIER 2025,,WMST EN54-23 W-CAT RED FLASH WHITE BODY,WRL-PC-I02,146.89,
NOTIFIER 2025,,NTF WMST EN54-23 W-CAT RED FLASH RED BODY,WRL-RC-I02,146.89,
NOTIFIER 2025,,NT WMSS EN54-23 W-CAT WHITE FLASH WHTE BODY,WWA-PC-I02,225.43,
NOTIFIER 2025,,"Notifier CLIP VAD & AAD, pure white body, red flash, clear lens, with Isolator, requires B501AP",WSS-PC-I02,108.56,
NOTIFIER 2025,,"Notifier CLIP Base VAD & AAD, pure white body, red flash, clear lens, with Isolator, requires B501AP",DSS-PC-I02,112.87,
NOTIFIER 2025,,STD DB S/STROBE AS7240.23 C-CAT NOTIFIER,BRS-PC-I02,223.33,
NOTIFIER 2025,,PREM DB S/STROBE AS7240.23 C-CAT NOTIFIER,BRH-PC-I02,239.26,
NOTIFIER 2025,,DB STROBE AS7240.23 C-CAT NOTIFIER,BGL-PC-I02,146.78,
NOTIFIER 2025,,INT BASE SOUNDER LID X10 WHITE,IBS-LIDPW,76.16,
NOTIFIER 2025,,"Notifier CLIP Base AAD, ivory body, requires B501AP-IV (model# NFX-BS-IV)",BSO-DD-N02,78.62,
NOTIFIER 2025,,AV PHASE II BASE SOUNDER NON ISO,BSO-PP-N02,60.54,
NOTIFIER 2025,,"Notifier CLIP Base AAD & Strobe, Ivory base, red flash, red lens, requires B501AP-IV (model# NFX-BSF-IVR)",BSS-DR-N02,143.16,
NOTIFIER 2025,,AUSTRALIA ONLY-S/STROBE NON ISO,WSS-PR-N02,124.77,
NOTIFIER 2025,,AUSTRALIA ONLY-STROBE NON ISO,WST-PR-N02,86.55,
NOTIFIER 2025,,"AV-device base, ivory for addressable range",B501AP-IV,8.06,
NOTIFIER 2025,,"AV-device base, pure white for addressable range",B501AP,7.59,
NOTIFIER 2025,,"Waterproof AV-device base, red for addressable range",WRR,15.51,
NOTIFIER 2025,,"Waterproof AV-device base, pure white for addressable range",WPW,15.51,
NOTIFIER 2025,,Warden Intercom Phone Handset to suit I-2000,WIP,109.31,
NOTIFIER 2025,,"WIP Enclosure IP66, red  300(h)x200(w)x150mm(d)",WIP-BOX-IP66,361.84,
NOTIFIER 2025,,"Fire Fighter's Telephone, Notifier AUS version",NFC-FFT-AU,3697.71,
NOTIFIER 2025,,"Firemans Telephone Handset, to suit NFC-FFT-AU",FHS,211.82,
NOTIFIER 2025,,FHS Phone Storage Cabinet w003 keylock to suit 6 x FHS Fire Fighter Handsets,FHSC-S-AU,485.02,
NOTIFIER 2025,,"Fire Fighter Telephone Plug in Jack, to suit NFC-FFT-AU",FPJ,66.19,
NOTIFIER 2025,,Digital Voice Command extended memory - wire ,DVC-EM,986.66,
NOTIFIER 2025,,DVC Interface Module To suit DVC-AO to 3rd party Amplifier,DVC-AOI,277.82,
NOTIFIER 2025,,DVC Accessories Kit to mount the DVC in AUS Configuration,DVC-ACC,111.58,
NOTIFIER 2025,,Hand-held Microphone to suit DVC ,MIC-1,111.58,
NOTIFIER 2025,,"Hand held Microphone Kit to suit DVC, inc metalwork",MIC-1KIT,126.5,
NOTIFIER 2025,,DVC Keypad Display  24 x programmable + all call,DVC-KD,324.04,
NOTIFIER 2025,,DVC Analog output  12V P-P output from DVC,DVC-AO,277.82,
NOTIFIER 2025,,DVC Remote Paging Unit,DVC-RPU,1910.66,
NOTIFIER 2025,,"DVC 70V Backup Digital Amplifier  50W, 70V output",BDA-70V,416.53,
NOTIFIER 2025,,"Fibre Adapter Multi-mode,for DAX/DAA2 ",DS-FM,139.1,
NOTIFIER 2025,,"Fibre Adapter Single-Mode,for DAX/DAA2 ",DS-SFM,324.04,
NOTIFIER 2025,,"Digital Audio Amplifier 2, 50W, 70V",DAA2-5070E,1213.86,
NOTIFIER 2025,,30 Watt building occupant warning system c/w chassis ,DA2-30,336.84,
NOTIFIER 2025,,60 Watt building occupant warning system c/w chassis,DA2-60,463.32,
NOTIFIER 2025,,120Watt building occupant warning system c/w chassis,DA2-120,757.88,
NOTIFIER 2025,,Speaker amplifier monitoring and distribution module with 4 monitored speaker lines,SAM-4,252.64,
NOTIFIER 2025,,"Custom message module , 2x messages for DA-BOWS",CMM-2,130.17,
NOTIFIER 2025,,30W BOWS stand alone  in CAB650 with NPS-2,DA-30CAB,908.26,
NOTIFIER 2025,,60W BOWS stand alone  in CAB650 with NPS-11,DA-60CAB,1180.73,
NOTIFIER 2025,,120W BOWS stand alone  in CAB650 with NPS-11,DA-120CAB,1635.23,
NOTIFIER 2025,,DA Preamp and PA microphone c/w with metalwork for one annunciator slot,DA-DISPF,109.96,
NOTIFIER 2025,,"7"" Master Paging Console Black",A4660,1513.68,
NOTIFIER 2025,,Monitored Strobe / Sounder module  5A fused reversing output + fault output,IFS-993F,162.04,
NOTIFIER 2025,,"4"" Ceiling Speaker, 6/3/1.5/0.75/0.375W White",L-VCP06D-W,35.31,
NOTIFIER 2025,,"4"" Ceiling Speaker, 6/3/1.5/0.75/0.375W White (672 pcs)",L-VCP06D-W-PAL,18979.85,
NOTIFIER 2025,,"4"" Ceiling Speaker, 6/3/1.5/0.75/0.375W Black",L-VCP06D-BK,37.16,
NOTIFIER 2025,,"4"" Ceiling Speaker, 6/3/1.5/0.75/0.375W Black (672 pcs)",L-VCP06D-BK-PAL,21411.6,
NOTIFIER 2025,,"Surface mount box, white , to suit L-VCP06D-W / SP-100",L-SMB-W,14.36,
NOTIFIER 2025,,"Surface mount box, white , to suit L-VCP06D-W / SP-100 (288 pcs)",L-SMB-W-PAL,4097.7,
NOTIFIER 2025,,"Surface mount box, black , to suit L-VCP06D-BK / SP-100-BK",L-SMB-BK,16.18,
NOTIFIER 2025,,"Surface mount box, black , to suit L-VCP06D-BK / SP-100-BK (288pcs)",L-SMB-BK-PAL,4557.65,
NOTIFIER 2025,,"Outdoor horn speaker 15/10/5W AS7240.24  8ohm, Grey,ABS, c/w capacitor. AS7240.24",L-VHP15A/EN(SAI),105.17,
NOTIFIER 2025,,"15W Unidirect.Proj.Speak.AS7240.24-White c/w capac.,plastic,15/7.5/3.75/1.9/0.95W - Pallet 520pcs.",L-VJP15A/EN-W,79.44,
NOTIFIER 2025,,"15W Unidirect.Proj.Speak.AS7240.24-White c/w capac.,plastic,15/7.5/3.75/1.9/0.95W (160 pcs)",L-VJP15A/EN-W-PAL,13470.55,
NOTIFIER 2025,,"15W Unidirect.Proj.Speak.AS7240.24-Black c/w capac.,plastic,15/7.5/3.75/1.9/0.95W",L-VJP15A/EN-BK,87.89,
NOTIFIER 2025,,"4"" Ceiling Speaker, 6W, White  screwless install, 100mm",SP-100,24.86,
NOTIFIER 2025,,"4"" Ceiling Speaker, 6W, Black  screwless install, 100mm",SP-100-BK,26.35,
NOTIFIER 2025,,"4"" IP54 Ceiling Speaker, White 6W, 100mm, screwless install",SP-100WP,26.35,
NOTIFIER 2025,,"5"" Ceiling speaker, 6W, White  screwless install, 165mm",SP-125,21.17,
NOTIFIER 2025,,"15W Horn Speaker  IP66, Grey inc mounting bracket",SPH-15,57.51,
NOTIFIER 2025,,"Indoor AAD, red body, low profile base",CWSO-RR-S1,39.94,
NOTIFIER 2025,,"Indoor AAD, white body, low profile base",CWSO-WW-S1,39.94,
NOTIFIER 2025,,"Outdoor AAD, red body, IP65 deep base",CWSO-RR-W1,42.88,
NOTIFIER 2025,,"Outdoor AAD, white body, IP65 deep base",CWSO-WW-W1,42.88,
NOTIFIER 2025,,"Indoor VAD, red body, red flash, clear lens, low profile base",CWST-RR-S5,100.45,
NOTIFIER 2025,,"Indoor VAD, red body, white flash, clear lens, low profile base",CWST-RW-S5,100.45,
NOTIFIER 2025,,"Indoor VAD, white body, red flash, clear lens, low profile base",CWST-WR-S5,100.45,
NOTIFIER 2025,,"Indoor VAD, white body, white flash, clear lens, low profile base",CWST-WW-S5,100.45,
NOTIFIER 2025,,"Outdoor VAD, red body, red flash, clear lens, IP65 deep base",CWST-RR-W5,110.94,
NOTIFIER 2025,,"Outdoor VAD, red body, white flash, clear lens, IP65 deep base",CWST-RW-W5,110.94,
NOTIFIER 2025,,"Outdoor VAD, white body, red flash, clear lens, IP65 deep base",CWST-WR-W5,110.94,
NOTIFIER 2025,,"Outdoor VAD, white body, white flash, clear lens, IP65 deep base",CWST-WW-W5,110.94,
NOTIFIER 2025,,"Indoor AAD & VAD, red body, red flash, clear lens, low profile base",CWSS-RR-S5,135.74,
NOTIFIER 2025,,"Indoor AAD & VAD, red body , white flash, clear lens, low profile base",CWSS-RW-S5,135.74,
